IndicatorCode,IndicatorName,Language,Category
NCD_CCS_BowelCancer,General availability of colon cancer screening at the primary health care level,EN,NCD
NCD_CCS_CancerRegNational,Existence of population-based cancer registry,EN,NCD
MH_9,"Psychologists working in mental health sector (per 100,000)",EN,MH
MORT_500,Number of deaths,EN,MORT
MORT_700,Projection of deaths per 100 000 population,EN,MORT
AMRGLASS_COORD02,Establishment of National Coordination Centre (NCC),EN,AMRGLASS
AMRGLASS_COORD04,Establishment of national reference laboratory (NRL),EN,AMRGLASS
AMRGLASS_QA01,EQA provided to the national reference laboratory (NRL),EN,AMRGLASS
AMRGLASS_QA04,GLASS pathogens testing covered by EQA,EN,AMRGLASS
AMRGLASS_QA05,Types of AST standards followed by countries,EN,AMRGLASS
AMRGLASS_SURVL01,Number of national surveillance sites in each country providing data to GLASS: hospital category,EN,AMRGLASS
GDO_q17x2x1_4,Identification of other research plans in which dementia is integrated (NCD),EN,GDO
DEVICES23,Total density per million females aged from 50 to 69 years old: Mammography units,EN,DEVICES23
E1_compliance,Compliance of ban on advertising on national TV and radio,EN,E1
NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,EN,NCD
NCD_CCS_BreastCancer,General availability of breast cancer screening (by palpation or mammogram) at the primary health care level,EN,NCD
NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,EN,NCD
NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,EN,NCD
NCD_CCS_cervicalcancerpgmtype,Type of national cervical cancer screening program,EN,NCD
NCD_CCS_DiabetesReg,Existence of a diabetes registry,EN,NCD
NCD_CCS_DiabetesTest,"General availability of diabetes testing (by blood glucose measurement, OGTT, or HbA1c) at the primary health care level",EN,NCD
GDO_q18x2x3_1,"Total expenditure on dementia basic research (local currency, self-report)",EN,GDO
GDO_q18x2x3_2,"Total expenditure on dementia clinical/translational research (local currency, self-report)",EN,GDO
GDO_q1x1x1,"Inclusion of dementia in a branch of government [health, ageing, social services, mental health, noncommunicable disease]",EN,GDO
GDO_q2x1,Existence of dementia national plan,EN,GDO
GDO_q2x1x2,Availability of funding for dementia national plan,EN,GDO
NCD_CCS_coronary,General availability of coronary bypass or stenting in the public health system,EN,NCD
NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,EN,NCD
GDO_q17x1x1,Implementation level [national/subnational] of dementia research plan/programme,EN,GDO
GDO_q17x2x1_1,Identification of other research plans in which dementia is integrated (Mental health),EN,GDO
GDO_q17x2x1_2,Identification of other research plans in which dementia is integrated (Ageing),EN,GDO
GDO_q2x2x1_other,Identification of other plans in which dementia is integrated (Other),EN,GDO
NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,EN,NCD
NCD_CCS_CervCy,General availability of cervical cytology at the primary health care level,EN,NCD
GDO_q18x2,Availability of funding for dementia-specific research plan/programme,EN,GDO
GDO_q1x1,Inclusion of dementia in ministry portfolio,EN,GDO
NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),EN,NCD
NCD_CCS_chemo,General availability of chemotherapy in the public health system,EN,NCD
NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,EN,NCD
NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",EN,NCD
NCD_CCS_dietpaaware,Implementation of diet and/or physical activity public awareness program,EN,NCD
NCD_CCS_hpv,Existence of national HPV vaccination programme,EN,NCD
DEVICES20,Availability of technical specifications of medical devices to support procurement or donations,EN,DEVICES20
DEVICES21,Total density per million population: Telecobalt Unit,EN,DEVICES21
DEVICES22,Total density per million population: Radiotherapy units,EN,DEVICES22
E14a_prod_tv_films,Ban on appearance of tobacco products in TV and/or films,EN,E14a
E15c_sponsor_publicity,"Banning the publicity of financial or other sponsorship or support by the tobacco industry of events, activities, individuals",EN,E15c
E17_csr_promo_others,Ban on entities other than tobacco companies/tobacco industry publicizing the Corporate Social Responsibility activities of the tobacco companies,EN,E17
E_Group,"Enforcing bans on tobacco advertising, promotion and sponsorship",EN,E
E10_compliance,Compliance of ban on promotional discounts,EN,E10
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),EN,E13
E14_prod_tv_films,Appearance of tobacco products in TV and/or films,EN,E14
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),EN,BP
Camp_aud_research,Formative research was conducted,EN,Camp
Camp_gov_prog,Campaign was part of a comprehensive tobacco control programme,EN,Camp
GDO_q14x2_1,Existence of dementia-friendly initiative to improve accessibility of public spaces,EN,GDO
GDO_q15x2_7,Existence of dementia training for financial service staff,EN,GDO
GDO_q15x2_8,Existence of dementia training for retail and hospitality staff,EN,GDO
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",EN,NCD
NCD_BMI_PLUS2A,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (age-standardized estimate) (%)",EN,NCD
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,EN,NCD
NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,EN,NCD
Camp_mat_tested,Campaign was pre-tested,EN,Camp
CATARACTSURGICALEFFECTIVE,Effective cataract surgical coverage of adults aged 50 and over (%),EN,CATARACTSURGICALEFFECTIVE
CC_1,Climate change attributable deaths,EN,CC
CC_4,Climate change attributable DALYs per 100'000 capita,EN,CC
cci2030,Composite coverage index (%),EN,cci2030
CCO_WHS9_85,Literacy rate among adults aged >= 15 years (%),EN,CCO
GDO_q2x4_4,Inclusion of multisectoral collaboration as a guiding principles of the dementia plan,EN,GDO
GDO_q2x4_5,Inclusion of universal health coverage as a guiding principle of the dementia plan,EN,GDO
GDO_q2x5_1,Inclusion of dementia-friendly communities as a specific action of the dementia plan,EN,GDO
GDO_q2x5_3,"Inclusion of dementia diagnosis, care and support as a specific action of the dementia plan",EN,GDO
GDO_q2x5_6,Inclusion of improved information system as a specific action of the dementia plan,EN,GDO
GDO_q3x1,Existence of dementia legislation,EN,GDO
GDO_q3x4_1,Existence of legislation for advanced care directives for people with dementia,EN,GDO
E15d_csr_ban,Ban on Corporate Social Responsibility activities (CSR),EN,E15d
GDO_q20,Total number of published dementia research output,EN,GDO
GDO_q2x1x3,Targets for monitoring implementation of dementia national plan,EN,GDO
E16_csr_promo_self,Ban on tobacco companies/tobacco industry publicizing their “Corporate Social Responsibility” activities,EN,E16
E19_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,EN,E19
GDO_Q2x2x1_AGE,Identification of other plans in which dementia is integrated (Ageing),EN,GDO
GDO_Q2x2x1_MENTAL,Identification of other plans in which dementia is integrated (Mental health),EN,GDO
GDO_Q2x2x1_NCD,Identification of other plans in which dementia is integrated (NCD),EN,GDO
GDO_q2x3,Existence of dementia sub-national plan(s),EN,GDO
GDO_q2x3x1_1,Percentage of sub-national regions covered by dementia plan,EN,GDO
E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",EN,E19
E2_intl_tv_radio,"Ban on advertising: International TV and radio (broadcast from abroad, including satellite)",EN,E2
E23_subnat_complete_bans_exist,"Subnational advertising, promotion and sponsorship bans - at least one jurisdiction has a comprehensive ban in place",EN,E23
GDO_q35,Estimated population-based prevalence of depression,EN,GDO
GDO_q3x2,Existence of other laws that apply to the rights of people with dementia,EN,GDO
GDO_q2x5_7,Inclusion of research and innovation as a specific action of the dementia plan,EN,GDO
GDO_q3x3a_1,Existence of legislation for supported decision making for people with dementia,EN,GDO
GDO_q3x3a_3,Existence of legislation to promote community-based services for people with dementia,EN,GDO
NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,EN,NCD
NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",EN,NCD
NCD_CCS_Metformin,General availability of metformin in the public health sector,EN,NCD
NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,EN,NCD
GDO_q3x4_3,Existence of legislation to end discrimination against carers of people with dementia,EN,GDO
NCD_CCS_dialysis,General availability of dialysis in the public health system,EN,NCD
NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,EN,NCD
E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",EN,E18
E20_subnational_exists,"Subnational laws or regulations exist banning some or all types of tobacco advertising, promotion and sponsorship",EN,E20
NCD_CCS_MultisecComm,"Existence of a national multisectoral commission, agency or mechanism for NCDs",EN,NCD
NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",EN,NCD
NCD_CCS_paaware,Implementation of physical activity public awareness program,EN,NCD
E27_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,EN,E27
E22_subnational_exists,"Subnational bans on tobacco advertising, promotion and sponsorship",EN,E22
E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,EN,E25
E3_nat_print,Ban on advertising: Local magazines and newspapers,EN,E3
E5_compliance,Compliance of ban on advertising on billboards and outdoor advertising,EN,E5
E6_compliance,Compliance of ban on advertising at point of sale,EN,E6
E6b_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,EN,E6b
E7_internet,Ban on advertising: Internet,EN,E7
E9_compliance,Compliance of ban on free distribution of tobacco products in the mail or through other means,EN,E9
E9_free_distrib,Ban on free distribution of tobacco products in the mail or through other means,EN,E9
ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),EN,ebreast
EC_direct_compliance,Compliance with bans on direct advertising,EN,EC
EMFLIMITELECTRIC,Electric field (kV/m),EN,EMFLIMITELECTRIC
NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,EN,NCD
NCD_CCS_rheum,Provision for secondary prevention of rheumatic fever and rheumatic heart disease in more than 50% of public sector health facilities,EN,NCD
NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,EN,NCD
NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,EN,NCD
CHOLERA_0000000003,Cholera case fatality rate,EN,CHOLERA
cpmo,Contraceptive prevalence - modern methods (%),EN,cpmo
GDO_q16x2_5,Availability of routine antipsychotic prescription records for people with dementia for monitoring purposes,EN,GDO
GDO_q16x3,Availability and status of dementia reporting in the past two years,EN,GDO
GDO_q17x1,Existence of a current dementia research plan/programme,EN,GDO
GDO_q17x2x2,Implementation level [national/subnational] of research plan in which dementia is integrated,EN,GDO
GDO_q18x2x1_1,"Total expenditure on dementia research (local currency, self-report)",EN,GDO
GDO_q19x3,Availability of investigational pharmaceutical trials for dementia,EN,GDO
GDO_q1x2,Existence of dementia representative in ministry,EN,GDO
DEVICES01,Total density per 100 000 population: Health posts,EN,DEVICES01
DEVICES02,Total density per 100 000 population: Health centres,EN,DEVICES02
DEVICES06,Availability of national standards or recommended lists of medical devices,EN,DEVICES06
NCD_CCS_Spirom,General availability of spirometry at the primary health care level,EN,NCD
NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,EN,NCD
NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,EN,NCD
NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,EN,NCD
DEVICES10,Total density per million population: Positron Emission tomography,EN,DEVICES10
DEVICES13,Type of nomenclature system,EN,DEVICES13
DEVICES14,Use of nomenclature system,EN,DEVICES14
DEVICES18,Availability of national list of approved medical devices for procurement or reimbursement,EN,DEVICES18
DEVICES19,"National guidelines, policies or recommendations on the procurement of medical devices",EN,DEVICES19
GDO_q4x2_1,Existence of standards/ guidelines/ protocols for prevention and risk reduction of dementia,EN,GDO
GDO_q4x2_5,Existence of standards/ guidelines/ protocols for treatment and support of carers and families of people with dementia,EN,GDO
E1_nat_tv_radio,Ban on advertising: National TV and radio,EN,E1
GDO_q2x2,Dementia integrated into other national plan,EN,GDO
GDO_Q2x2x1_DISAB,Identification of other plans in which dementia is integrated (Disability),EN,GDO
NCD_CCS_Nicotine,General availability of nicotine replacement therapy in the public health sector,EN,NCD
NCD_CCS_oralhealthplan,Existence of operational policy/strategy/action plan for oral health,EN,NCD
NCD_CCS_palliative_prim,General availability of palliative care in primary health care in the public health system,EN,NCD
NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,EN,NCD
GDO_q4x1x2,Existence of approved government dementia standards/ guidelines/ protocols,EN,GDO
GDO_q4x2_3,Existence of standards/ guidelines/ protocols for management of dementia,EN,GDO
